8000 3
0.270743 -0.628642 0.729046
-0.222197 0.572583 -0.789163
-0.756214 0.368743 0.540527
0.862843 0.493544 0.109164
-0.421778 -0.779020 -0.463931
0.680426 -0.330777 -0.653916
-0.031819 0.972663 0.230031
0.335151 0.328142 0.883174
-0.700896 -0.576847 0.419514
-0.912761 0.059806 -0.404093
0.892701 -0.417391 0.169912
0.202601 -0.979224 -0.008578
-0.068782 -0.258887 -0.963455
0.570834 0.491858 -0.657438
-0.275854 -0.116268 0.954141
-0.647718 0.755386 -0.099265
0.213206 0.906271 -0.364987
0.170228 -0.780794 -0.601152
0.820773 0.087919 0.564448
0.959064 0.057590 -0.277273
-0.235816 0.643913 0.727851
-0.362053 -0.927658 0.091477
-0.983079 -0.042857 0.178097
-0.594424 -0.223040 -0.772601
-0.836428 -0.532745 -0.128727
0.640861 -0.734415 -0.223455
0.459034 0.738771 0.493462
0.241784 0.197243 -0.950071
-0.668317 0.459624 -0.584891
-0.225361 -0.725294 0.650508
0.316067 -0.176086 0.932253
-0.733129 -0.108290 0.671413
0.529062 0.848508 0.011317
0.566208 -0.775917 0.278138
-0.254455 0.918425 -0.302901
-0.460589 0.813024 0.356160
0.685050 -0.385969 0.617847
-0.301535 0.136220 -0.943674
-0.910910 0.408579 0.057495
0.886570 -0.378692 -0.265681
0.109858 -0.897370 0.427385
0.980012 0.065618 0.187803
0.324878 -0.393902 -0.859823
0.761022 0.108486 -0.639591
-0.493402 0.231304 0.838483
-0.502686 -0.439330 0.744510
0.183064 0.643150 -0.743536
0.807032 0.504774 -0.306436
-0.088883 0.259310 0.961696
-0.042559 -0.436729 0.898586
-0.097858 -0.953535 -0.284948
-0.176252 -0.607385 -0.774609
0.097051 0.788194 0.607726
0.643942 0.420298 0.639287
0.504156 -0.045293 -0.862424
-0.809092 -0.363662 -0.461650
-0.323939 0.944162 0.060185
0.532222 0.769964 -0.351988
0.579142 0.052026 0.813565
-0.654372 0.135150 -0.743998
0.513320 -0.649466 -0.560978
0.057235 0.534544 0.843201
-0.739707 0.611513 0.280866
-0.835930 0.469954 -0.283487
-0.974333 -0.177715 -0.138177
-0.617335 -0.775268 -0.133632
-0.902489 -0.373992 0.213643
0.887357 -0.196543 0.417095
-0.490031 0.740395 -0.460093
0.337217 -0.885258 -0.320316
-0.081958 0.816842 -0.571009
0.089834 0.994041 -0.061744
-0.510845 -0.531611 -0.675594
-0.459872 -0.785782 0.413600
0.271726 0.914890 0.298565
-0.044683 0.357152 -0.932977
0.214262 -0.115839 -0.969883
0.672321 0.701644 0.235968
-0.516591 0.609606 0.601260
0.835847 0.377026 0.399013
-0.184656 -0.916524 0.354805
0.982429 -0.185168 -0.023365
0.062873 -0.012976 0.997937
-0.668539 -0.727024 0.156498
0.510780 -0.658519 0.552680
-0.986652 0.128958 -0.099437
-0.873738 0.088257 0.478323
0.861444 -0.145852 -0.486459
-0.081484 -0.994921 0.059091
-0.132888 -0.811275 -0.569362
0.446553 -0.402682 0.799023
0.330037 0.615011 0.716127
0.755447 -0.646926 0.103859
-0.216174 0.835606 0.505007
-0.336161 -0.165447 -0.927159
0.527929 0.244931 -0.813204
-0.462036 0.393178 -0.794943
0.726007 -0.567547 0.388334
0.943668 0.310937 -0.113175
-0.377211 -0.906870 -0.187878
-0.676313 -0.625832 -0.388503
-0.044403 0.019122 -0.998831
0.483206 -0.875166 0.024436
0.102677 -0.573380 -0.812830
0.729131 -0.512697 -0.453332
-0.825218 -0.293960 0.482289
0.387231 0.722377 -0.572908
-0.788428 -0.059047 -0.612287
-0.335029 -0.412934 -0.846901
-0.513025 -0.103008 0.852171
-0.290835 -0.364480 0.884629
-0.274616 0.426338 0.861871
0.288337 -0.928234 0.235041
0.721138 0.688826 -0.074017
0.054988 -0.751637 0.657281
0.326926 0.419340 -0.846920
